date,article,label,cleaned_article
24/01/24,"Segundo o Broadcast, uma eventual mudança da MP não foi discutida. Haddad teria se dedicado a explicar os motivos do governo.",-1,broadcast mudança medida provisória discutir haddad ter dedicar explicar motivo governo
24/01/24,"A avaliação nos bastidores é de que o momento é de “baixar a fervura” e que a discussão sobre o mérito e o formato das propostas só vai evoluir a partir da próxima semana, quando Arthur Lira retorna a Brasília.",-1,avaliação bastidor baixar fervuro discussão mérito formato proposta evoluir semana arthur lira retornar brasília
24/01/24,"O governo também não parece disposto a arriscar uma nova crise com o Congresso em relação ao corte de R$ 5,6 bilhões das emendas no Orçamento. Na Folha, Lula promete um plano em fevereiro para reverter a tesourada.",-1,governo disposto arriscar crise congresso corte emenda orçamento folha lula prometer plano fevereiro reverter tesourada
24/01/24,"Em entrevista a uma rádio baiana, na manhã desta 3ªF, o presidente falou sobre as dificuldades nas discussões com o Congresso, mas disse que não tem do que reclamar, que “as negociações, se não estão indo 100%, estão em 60% ou 70%”.",-1,entrevista rádio baiano manhã presidente falar dificuldade discussão congresso dizer reclamar negociação ir
24/01/24,"Nos debates, comentou Lula, “encontramos o caminho do meio e aprovamos algo plausível”.",-1,debate comentar lula encontrar aprovar plausível
24/01/24,"Ainda na entrevista, o presidente prometeu uma nova revisão da faixa de isenção do Imposto de Renda, afirmando que quem ganha agora dois salários mínimos não vai pagar IR. Explicou, porém, que é difícil arrumar fontes de receita nas contas.",-1,entrevista presidente prometer revisão faixa isenção imposto renda afirmar ganhar salário mínimo pagar imposto renda explicar difícil arrumar fonte receita conta
24/01/24,"Com a popularidade alta, Lula ganha força para exercer sua habilidade de negociação política. Pesquisa da CNT mostrou que 42,7% avaliam o governo como ótimo/bom e 27,9% como ruim/péssimo; 55,2% aprovam o governo e 38,6% desaprovam.",-1,popularidade alto lula ganhar força exercer habilidade negociação político pesquisa cnt mostrar avaliar governo bom ruim péssimo aprovar governo desapror
24/01/24,"BNDES EXPLICA – Em meio às críticas ao novo plano de política industrial anunciado esta semana pelo governo federal, o BNDES procurou a imprensa para esclarecer que não vai comprar ações, mas ter fundos em parceria com o mercado.",-1,banco nacional desenvolvimento econômico social explica crítica plano política industrial anunciar semana governo federal banco nacional desenvolvimento econômico social procurar imprensa esclarecer comprar ação fundo parceria mercado
24/01/24,"Confirmando que serão injetados R$ 8 bilhões em fundos de investimento, o diretor de Desenvolvimento Produtivo, Inovação e Comércio Exterior, José Luis Gordon, disse que “não é aquisição direta de participação”, ao contrário do que ocorreu na política dos campeões nacionais.",-1,confirmar ser injetar fundo investimento diretor desenvolvimento produtivo inovação comércio exterior josé luis gordon dizer aquisição direto participação contrário ocorrer política campeão nacional
24/01/24,"MAIS DESONERAÇÃO – A prorrogação até 2028 do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária, marcada por evento do governo nesta 3ªF, pode representar uma renúncia fiscal de até R$ 5 bilhões em um período de cinco anos.",-1,desoneração prorrogação regime tributário incentivo modernização ampliação estrutura portuária marcar evento governo representar renúncia fiscal período ano
24/01/24,"A informação foi dada pelo ministro de Portos e Aeroportos, Silvio Costa Filho.",-1,informação dar ministro portos aeroportos silvio costa filho
24/01/24,"MAIS AGENDA – Prévia de janeiro do PMI/S&P Global composto sai nos EUA (11h45), zona do euro (6h), Reino Unido (6h30) e Alemanha (5h30). Os estoques de petróleo do DoE (12h30) têm previsão de -1,4 milhão de barris.",0,agenda prévia janeiro pmi global composto sair estados unidos zona euro reino unido alemanha estoque petróleo doe previsão milhão barri
24/01/24,O BC do Canadá divulga decisão de política monetária às 11h45. AT&T solta balanço antes da abertura.,0,banco central canadá divulgar decisão política monetário soltar balanço abertura
24/01/24,"No after hours, a Netflix arrasou, com o crescimento anualizado de 12,8% nos assinantes no 4Tri considerado impressionante por especialistas do setor. O salto marca uma guinada contra o pessimismo de dois anos atrás.",0,after hours netflix arrasar crescimento anualizar assinante considerar impressionante especialista setor salto marcar guinada pessimismo ano
24/01/24,"JAPÃO HOJE – A leitura preliminar de janeiro do PMI composto indicou uma virada para o terreno de expansão da atividade, ao subir do patamar neutro de 50,0 em dezembro para 51,1, segundo pesquisa da S&P Global.",0,japão hoje leitura preliminar janeiro pmi compor indicar virada terreno expansão atividade subir patamar neutro dezembro pesquisa global
24/01/24,"O PMI industrial preliminar também avançou: foi de 51,5 em dezembro para 52,7 neste mês. O PMI de serviços teve alta de 46,8 para 47,4 na mesma comparação, mas ainda aponta para contração.",0,pmi industrial preliminar avançar dezembro pmi serviço alta mesmo comparação apontar contração
24/01/24,"CHINA HOJE – Reguladores pediram informalmente a alguns gestores de fundos de hedge que restrinjam as vendas a descoberto de índices futuros de ações, na tentativa de estabilizar o mercado. (fontes da Reuters)",-1,china hoje reguladores pedir informalmente gestor fundo hedge restrinjar venda descoberto índice futuro ação tentativa estabilizar mercado fonte reuters
24/01/24,"GUERRA E PAZ – Representantes do Hamas disseram a mediadores internacionais que estão abertos a discutir um acordo para liberar alguns dos reféns israelenses em troca de uma pausa no conflito, segundo a Dow Jones.",0,guerra paz representantes hamas disser mediador internacional aberto discutir acordo liberar refém israelenses troca pausa conflito dow jones
24/01/24,A posição do Hamas se segue a uma proposta de Israel que buscava a libertação de todos os reféns civis em troca de até três meses de cessar-fogo e uma retirada das forças israelenses de algumas áreas da Faixa de Gaza.,0,hamas seguir proposta israel buscar libertação refém civil troca retirada força israelense área faixa gaza
24/01/24,"Em outro foco de escalada da tensão geopolítica, os EUA conduziram ontem à noite uma série de ataques no Iraque contra militantes apoiados pelo Irã, desta vez no Iraque, depois que o Hezbollah atacou tropas americanas.",0,outro foco escalada tensão geopolítico estados unidos conduzir noite série ataque iraque militante apoiar irã iraque hezbollah atacar tropa americano
24/01/24,"SAINDO DA ROTA – Deu tudo certo ontem com o Ibovespa, que recuperou os 128 mil pontos, surfando na expectativa com os estímulos na China. Mas não tem passado despercebida a fuga deflagrada pelo k externo.",-1,saindo rota deu certo índice bovespa recuperar surfar expectativa estímulo china passar desperceber fuga deflagrar k externo
24/01/24,"Pela primeira vez desde outubro, o fluxo estrangeiro na B3 vira para o negativo. Janeiro acumula saída de R$ 4,402 bi. Na última 6ªF, houve uma retirada-monstro de R$ 3,451 bi, a maior saída diária em quase dois anos.",-1,outubro fluxo estrangeiro vira negativo janeiro acumular saída bi último haver bi saída diário quase ano
24/01/24,"A reviravolta coincide com a reprecificação do Fed, porque se o juro dos EUA vai demorar mais para cair (maio, em vez de março), o investidor avalia que não vale o risco de manter o fluxo nos mercados emergentes.",-1,reviravolta coincidir reprecificação fed juro estados unidos demorar cair maio março investidor avaliar valer risco manter fluxo mercado emergente
24/01/24,"É verdade que, quando o pivô dovish do BC americano se consolidar, o Brasil não deve demorar a se tornar novamente uma alternativa interessante para o smart money. Agora, porém, a lua de mel está interrompida.",-1,verdade pivô dovishr banco central americano consolidar brasil demorar tornar novamente alternativa interessante smart money lua mel interrompido
24/01/24,"O pregão ontem foi marcado pelos ganhos de Vale (2,06%, a R$ 69,20), carro-chefe do Ibovespa, e Petrobras. Animado com os possíveis estímulos chineses, o minério de ferro subiu 2,52% em Cingapura e 1,42% em Dalian.",1,pregão marcar ganho vale índice bovespa petrobra animado possível estímulo chinês minério ferro subir cingapura dalian
24/01/24,"Os relatos na imprensa de que a China prepara pacote de resgate do mercado de ações de US$ 278 bi também animaram Gerdau PN (+1,77%), CSN Mineração (+1,23%), Gerdau Metalúrgica (+1,54%) e Usiminas (+0,47%).",1,relato imprensa china preparar pacote resgate mercado ação bi animar gerdau pn csn mineração gerdau metalúrgica usiminas
24/01/24,"Apesar da queda do petróleo, Petrobras ON subiu 1,46% (R$ 39,61) e o papel PN avançou 1,25% (R$ 38,17).",1,apesar queda petróleo petrobras on subir papel pn avançar
24/01/24,"A commodity devolveu parte dos ganhos da véspera, pressionada pela alta do dólar. O Brent/março caiu 0,63%, a US$ 79,55/barril, na ICE. O WTI/março -0,52%, a US$ 74,37.",1,commodity devolver ganho véspera pressionar alta dólar brent março cair barril ice wti março
24/01/24,"Entre os bancos, Itaú (+0,46%, R$ 32,55), Bradesco ON (+0,15%, a R$ 13,80) e BB (+1,78%, a R$ 56,54) exibiram força e ajudaram a puxar o Ibov. Na contramão, Bradesco PN caiu 0,52% (R$ 15,38) e Santander unit perdeu 0,60%.",0,banco itaú bradesco on banco brasil exibir força ajudar puxar ibov contramão bradesco pn cair santander unit perder
24/01/24,"IRB (+11,00%, a R$ 41,99) foi a maior alta do dia, após a empresa ter revertido prejuízo no balanço de novembro.",0,irb alta dia empresa reverter prejuízo balanço novembro
24/01/24,"Frigoríficos também se destacaram, após previsões de bons resultados no 4Tri para o setor. BRF subiu 6,89% (R$ 14,58), Minerva ganhou 5,78% (R$ 7,14) e JBS registrou valorização de 2,45%, negociada a R$ 24,28.",0,frigoríficos destacar previsão bom resultado setor brf subir minerva ganhar jbs registrar valorização negociar
24/01/24,"CAI PARA CIMA? – Em correção técnica e em meio à aposta dos estímulos na China, o dólar caiu, contrariando a alta em escala global. Mas especialistas em câmbio notam tendência de se consolidar em patamar mais alto.",-1,cai correção técnico aposta estímulo china dólar cair contrariar alta escala global especialista câmbio notar tendência consolidar patamar alto
24/01/24,"Apesar de ter fechado em queda de 0,64%, cotado a R$ 4,9552, antes de aliviar a pressão ontem, a moeda americana rompeu os R$ 5 na máxima intraday (R$ 5,0020). Neste nível, atraiu vendas, sinalizando resistência.",-1,apesar fechar queda cotar aliviar pressão moeda americano romper grande intraday atrair venda sinalizar resistência
24/01/24,"De qualquer maneira, o dólar vem se distanciando do “piso informal” de R$ 4,80.",-1,maneira dólar distanciar piso informal
24/01/24,"O real tem encontrado menos espaço para se apreciar, diante dos desafios fiscais domésticos e, mais do que tudo, da redução das apostas de corte prematuro do juro pelo Fed, que faz toda a diferença para o fluxo.",-1,real encontrar espaço apreciar desafio fiscal doméstico redução aposta corte prematuro juro fed diferença fluxo
24/01/24,"Da mesma forma, as taxas dos DIs devolveram ontem parte dos prêmios da véspera, mas ao longo das semanas têm alcançado patamares mais altos por causa dos incertezas em relação às contas públicas.",-1,mesmo taxa dis devolver prêmio véspera longo semana alcançar patamar alto causa incerteza conta público
24/01/24,"Desde o início do ano, os vencimentos médios e longos acumulam entre 0,19 e 0,24pp de alta.",-1,início ano vencimento médio longo acumular alta
24/01/24,"Nesta 3ªF, o resultado da arrecadação federal em 2023 (R$ 2,318 trilhões), o segundo melhor da série histórica, ficou em segundo plano, já que o desafio mesmo é 2024.",1,resultado arrecadação federal trilhão bom série histórico ficar plano desafio
24/01/24,"Dezembro teve o melhor resultado em toda a série estatística, iniciada em 1995, já repercutindo novas medidas de receita do governo, aprovadas pelo Congresso.",1,dezembro bom resultado série estatístico iniciar repercutir medida receita governo aprovar congresso
24/01/24,"Foi o caso dos R$ 3,9 bi arrecadados em IRRF, frutos da 1ª parcela da tributação de fundos exclusivos.",1,caso bi arrecadar irrf fruto parcela tributação fundo exclusivo
24/01/24,"Economista-chefe do PicPay, Marco Caruso avaliou que esse foi um fator pontual e que, ao observar o lado estrutural, mais ligado à evolução da economia, a arrecadação piorou na margem.",-1,picpay marco caruso avaliar fator pontual observar estrutural evolução economia arrecadação piorar margem
24/01/24,"O desempenho das receitas do governo neste ano, e mesmo até o fim do governo Lula, vai depender do grau de aceleração da economia e das commodities, segundo Caruso, que vê alta de 2% da arrecadação em 2024.",-1,desempenho receita governo ano governo lula depender grau aceleração economia commodities caruso ver alta arrecadação
24/01/24,"Os fundamentos fiscais ruins, mercado de trabalho apertado, expectativas de inflação acima da meta e o exterior, com juros globais ainda superiores ao pré-pandemia, levam o Citi a prever Selic terminal de dois dígitos (10%).",-1,fundamento fiscal ruim mercado trabalho apertar expectativa inflação acima meta exterior juro global alto levar citi prever especial liquidação custódia terminal dígito
24/01/24,"Mais importante, diz o banco, o hiato do produto está muito menor (taxa de desemprego abaixo de 8%, ante taxa acima de 11% em 2019), o que deve aumentar o desconforto do BC com o ritmo de queda do juro ao longo do ano.",-1,importante banco hiato produto taxa desemprego abaixo ante taxa acima aumentar desconforto banco central ritmo queda juro longo ano
24/01/24,"A Fitch alerta que não vê o atual governo conseguindo de volta o grau de investimento, perdido em 2015.",-1,fitch alertar ver atual governo conseguir volta grau investimento perder
24/01/24,"Todd Martinez, codiretor de ratings soberanos para Américas, diz que o país precisaria seguir o arcabouço fiscal e reduzir o alto endividamento para subir os dois degraus que faltam para voltar ao grupo dos bons pagadores.",-1,todd martinez codiretor rating soberano américas país precisar seguir arcabouço fiscal reduzir alto endividamento subir degrau faltar voltar bom pagador
24/01/24,"“Isso levará algum tempo. Não deve ser algo que este governo conseguirá entregar”, disse. O rating brasileiro hoje é BB, com perspectiva estável.",-1,levar algum governo conseguir entregar dizer rating brasileiro hoje banco brasil perspectiva estável
24/01/24,"No fechamento, o DI Jan25 subiu a 10,085%, (de 10,079% na 2ªF). O DI Jan26 caiu a 9,790% (de 9,812%). O Jan27, a 9,970% (de 9,987%); o Jan29, a 10,395% (10,413%); Jan31, a 10,630% (10,654%); e Jan33, a 10,730% (10,760%).",-1,fechamento depósito interfinanceiro subir depósito interfinanceiro cair
24/01/24,DEIXA O FED PRA LÁ – As bolsas em NY continuaram imunes – ao menos por ora – às apostas de um Fed mais lento e menos agressivo no corte de juros e seguiram focadas nos balanços corporativos ontem.,0,deixa fed pra bolsa ny continuar imune aposta fed lento agressivo corte juro seguir focar balanço corporativo
24/01/24,"Investidores estão preferindo olhar para a resistência da economia americana e seu pouso suave, mesmo com os juros ainda altos, no quadro que pode ser eventualmente reforçado amanhã pela divulgação do PIB/4Tri.",0,investidores preferir olhar resistência economia americano pouso suave juro alto quadro eventualmente reforçar amanhã divulgação produto interno
24/01/24,"Pelo terceiro dia consecutivo, o S&P 500 fechou em nível recorde (+0,29%, a 4.864,60 pontos). Verizon (+6,72%) e United Airlines (+5,31%), cujos balanços agradaram, foram os destaques. O Nasdaq avançou 0,43% (15.425,94).",0,dia consecutivo fechar recorde verizon united airlines cujo balanço agradar destaque nasdaq avançar
24/01/24,"3M mergulhou 11,03% e impediu o Dow Jones (-0,25%, 37.905,45) de acompanhar seus pares em NY. A companhia apresentou bons resultados no 4Tri, mas as projeções para 2024 decepcionaram os investidores.",0,m mergulhar impedir dow jones acompanhar par ny companhia apresentar bom resultado projeção decepcionar investidor
24/01/24,"Johnson & Johnson (-1,67%), outro componente do Dow, também apresentou balanço que não agradou.",0,johnson johnson outro componente dow apresentar balanço agradar
24/01/24,"Ao contrário das bolsas, os retornos dos Treasuries continuam a refletir certa cautela. Ontem avançaram, com ênfase nos longos. O juro da Note-10 anos subiu a 4,145% (4,104%) e o do T-bond de 30 anos foi a 4,371% (4,320%).",0,contrário bolsa retorno treasuries continuar refletir certo cautela avançar ênfase longo juro ano subir ano
24/01/24,"No câmbio, depois de o BoJ ter mantido os juros, o iene caiu 0,26%, a 148,38/US$. O BC japonês sinalizou que a normalização da política monetária se aproxima, mas não conseguiu dar força à moeda.",0,câmbio boj manter juro iene cair banco central japonês sinalizar normalização política monetário aproximar conseguir força moeda
24/01/24,"Kazuo Ueda disse que a instituição está mais perto de atingir sua meta de inflação em 2% de forma sustentável, porém falhou em convencer o mercado a reforçar as expectativas de um aperto monetário rápido.",0,kazuo ueda dizer instituição atingir meta inflação sustentável falhar convencer mercado reforçar expectativa aperto monetário rápido
24/01/24,"Para o ING, o BoJ deixou a porta aberta para o fim dos juros negativos, mas permanece a incerteza sobre o cronograma. Para a Convera, sem nenhuma retórica hawkish agressiva, uma ação neste 1Tri parece improvável.",0,ing boj deixar porta abrir juro negativo permanecer incerteza cronograma convera retórica hawkish agressivo ação improvável
24/01/24,A avaliação que vem circulando no mercado é que o BoJ só vai abandonar a política ultraflexível a partir de abril.,0,avaliação circular mercado boj abandonar política ultraflexível abril
24/01/24,"O euro caiu 0,32%, a US$ 1,0849, e a libra esterlina cedeu 0,14%, a US$ 1,2685. O índice dólar (DXY) subiu 0,27%, a 103,617 pontos.",0,euro cair libra esterlino ceder índice dólar dxy subir
24/01/24,"EM TEMPO GRUPO PÃO DE AÇÚCAR recebeu US$ 156,4 mi pela venda de participação remanescente no Éxito, após OPA do Calleja.",0,pão açúcar receber mi venda participação remanescente éxito opa calleja
24/01/24,GOL. Empresa perdeu o crédito junto a distribuidores de combustível em alguns dos aeroportos mais importantes do País e agora tem que pagar à vista para abastecer as aeronaves. (Capital/O Globo),0,gol empresa perder crédito junto distribuidor combustível aeroporto importante país pagar vista abastecer aeronave capital globo
24/01/24,JBS afirmou que as partes interessadas no crescimento e desenvolvimento da empresa apoiam a abertura de capital da companhia na bolsa de NY,0,jbs afirmar parte interessar crescimento desenvolvimento empresa apoiar abertura capital companhia bolsa ny
24/01/24,Posicionamento foi dado em resposta à notícia sobre pedido de senadores dos EUA à Comissão de Valores Mobiliários (SEC) para que barre o pedido de listagem.,0,posicionamento dar resposta notícia pedido senador estados unidos comissão valores mobiliários sec barrer pedido listagem
24/01/24,"ECORODOVIAS fez aporte de R$ 20 milhões na subsidiária ECO101, que administra trecho da BR-101, para financiar investimentos.",0,ecorodovias aporte m subsidiário administrar trecho financiar investimento
24/01/24,"LIGHT. BTG Pactual e Farallon Capital Management, credores da companhia, avaliam injetar dinheiro novo na empresa, sob condições que incluem a renovação do contrato de concessão no Rio, segundo fontes. (Bloomberg)",0,btg pactual farallon capital management credor companhia avaliar injetar dinheiro empresa condição incluir renovação contrato concessão rio fonte bloomberg
24/01/24,"B3 manterá, a partir de 11/3, negociação de contratos e minicontratos futuros de Ibov (IND e WIN, respectivamente) até as 18h25 e dos contratos e minicontratos futuros de dólar comercial (DOL e WDO) até as 18h30",0,manter negociação contrato minicontrato futuro ibov ind win respectivamente contrato minicontrato futuro dólar comercial dol wdo
24/01/24,"Bolsa retomará fechamento às 17h em 11 de março, com início de horário de verão nos EUA; retornará também o after market das 17h30 às 18h.",0,bolsa retomar fechamento março início horário verão estados unidos retornar after market
24/01/24,"AOS ASSINANTES DO BDM, BOM DIA E BONS NEGÓCIOS!",-1,assinantes bdm dia bons negócios
25/01/24,"Com a agenda doméstica esvaziada e as novidades fiscais transferidas para a semana que vem (Lira convocou reunião com líderes para 2ªF), é o exterior que rouba toda a cena hoje. O BCE (10h15) deve manter o juro estável e dificilmente mudará a linguagem do comunicado. Lagarde, que já sinalizou que a política monetária só deve ser relaxada no verão europeu (junho a setembro), dá entrevista coletiva às 10h45. Nos EUA, em meio à onda recente de euforia com as gigantes de tecnologia e a inteligência artificial, sai o balanço da Intel, após o fechamento. No after hours, IBM disparou 8%, mas Tesla afundou 6%. A maior expectativa do dia fica, porém, para a primeira leitura do PIB/4Tri americano (10h30), com a torcida por um pouso suave da economia.",0,agenda doméstico esvaziar novidade fiscal transferir semana lira convocar reunião líder exterior rouba cena hoje bce manter juro estável dificilmente mudar linguagem comunicado lagarde sinalizar política monetário relaxar verão europeu junho setembro entrevista coletivo estados unidos onda recente euforia gigante tecnologia inteligência artificial sair balanço intel fechamento after hours ibm disparar tesla afundar expectativa dia ficar leitura produto interno americano torcida pouso suave economia
25/01/24,"O indicador deve confirmar uma desaceleração do ritmo de crescimento anualizado para 2,00% no último trimestre do ano passado, resultado bem mais fraco que o observado no 3Tri, quando os EUA cresceram 4,9%.",1,indicador confirmar desaceleração ritmo crescimento anualizar trimestre ano passado resultado fraco observar estados unidos crescer
25/01/24,"Mesmo com a perda de fôlego projetada, o Wells Fargo vê a economia norte-americana “notavelmente resiliente” e com “crescimento razoável”, apesar do ciclo de aperto monetário de 525 pontos-base até aqui.",0,perda fôlego projetar wells fargo ver economia notavelmente resiliente crescimento razoável apesar ciclo aperto monetário
25/01/24,"É difícil de imaginar que o mercado recupere a precificação de corte antecipado do juro (março), ainda que o PIB frustre as apostas e venha mais enfraquecido que o esperado. NY já caiu na real do pivô dovish só em maio.",0,difícil imaginar mercado recuperar precificação corte antecipado juro março produto interno bruto frustrar aposta vir enfraquecido esperado ny cair real pivô dovish maio
25/01/24,"Agora que o mercado finalmente se dobrou às falas orquestradas dos Fed boys, antes do período de silêncio, de que é cedo para ajustar a política monetária, o PIB teria de vir muito fraco para colocar tudo à prova de novo.",0,mercado finalmente dobrar fala orquestrado fed boys período silêncio ajustar política monetário produto interno bruto ter vir fraco colocar prova
25/01/24,"Também o PCE de dezembro, amanhã, teria de causar uma grande surpresa para virar o jogo, após os dirigentes do BC americano já terem cantado a bola de que não dá ainda para cantar vitória contra a inflação.",0,pce dezembro amanhã ter causar surpresa virar jogo dirigente banco central americano ter cantar bola cantar vitória inflação
25/01/24,"Com efeitos diretos sobre o fluxo, não é a melhor notícia para os mercados emergentes que o Fed demore mais para baixar o juro. Mas o câmbio comportado dá a medida de que está tudo mais ou menos absorvido.",-1,efeito direto fluxo bom notícia mercado emergente fed demore baixar juro câmbio comportar medida absorvido
25/01/24,"Na bolsa, deve repercutir hoje sobre as ações das aéreas a decisão anunciada ontem à noite pelo ministro Costa Filho (Portos e Aeroportos) de que o governo criará um fundo de até R$ 6 bilhões para socorrer o setor.",0,bolsa repercutir hoje ação aéreo decisão anunciar noite ministro costa filho portos aeroportos governo criar fundo socorrer setor
25/01/24,"O valor exato será discutido com a Fazenda e o BNDES, e o projeto será apresentado em dez dias.",0,exato ser discutir fazenda banco nacional desenvolvimento econômico social projeto ser apresentar dia
25/01/24,"O ministro disse também que o Executivo trabalha para baixar o preço do querosene usado em aviões, que há “sensibilidade” da Petrobras sobre o assunto e que será marcada uma reunião para discutir o assunto.",0,ministro dizer executivo trabalhar baixar preço querosene usar avião haver sensibilidade petrobras assunto ser marcar reunião discutir assunto
25/01/24,"Costa Filho afirmou ainda, a jornalistas no Palácio do Planalto, que o Voa Brasil, programa de passagens aéreas baratas do governo federal, será anunciado pelo presidente Lula em 5 de fevereiro e passará a valer no mesmo dia.",0,costa filho afirmar jornalista palácio planalto voa brasil programa passagem aéreo barata governo federal ser anunciar presidente lula fevereiro passar valer dia
25/01/24,MANTEGA – O mercado não está gostando nada nada desta história de que Lula estaria pressionando para colocar o ex-ministro no comando da Vale. O rumor renovado reduziu o fôlego dos papéis da mineradora ontem (abaixo).,-1,mantega mercado gostar história lula estar pressionar colocar comando vale rumor renovar reduzir fôlego papel mineradora abaixo
25/01/24,O colunista Lauro Jardim (O Globo) afirmou que o ministro Alexandre Silveira (MME) ligou para mais de um acionista importante da companhia e disse que Lula não abre mão de ver Mantega na presidência da empresa.,-1,colunista lauro jardim globo afirmar ministro alexandre silveira mme ligar acionista importante companhia dizer lula abrir mão mantega presidência empresa
25/01/24,As especulações sobre a sucessão na mineradora podem ganhar um desfecho já na semana que vem.,-1,especulação sucessão mineradora ganhar desfecho semana
25/01/24,"Segundo apuração do Broadcast, a permanência de Eduardo Bartolomeo na presidência da mineradora deve ser decidida até a próxima 3ªF, com a convocação de uma reunião extraordinária do conselho de administração.",-1,apuração broadcast permanência eduardo bartolomeo presidência mineradora decidir convocação reunião extraordinário administração
25/01/24,"Já sem a mesma influência política que um dia teve na mineradora, o governo resolve conduzir uma operação considerada de alto risco. Para o conselho de acionistas, a chance de o ex-ministro vencer essa parada é improvável.",-1,mesmo influência político dia mineradora governo resolver conduzir operação considerar alto risco acionista chance vencer parada improvável
25/01/24,"Não há dúvida, porém, que o governo tem à disposição instrumentos para “apertar a Vale”, se for preciso, dificultando as obtenções de licenças e concessões de ferrovias e direitos de exploração de minerais.",-1,haver dúvida governo disposição instrumento apertar vale preciso dificultar obtenção licença concessão ferrovia direito exploração mineral
25/01/24,Resta saber até onde está disposto a esticar a corda e comprar uma briga que é um desgaste anunciado.,-1,restar disposto esticar corda comprar briga desgaste anunciar
25/01/24,"MUITO BARULHO POR NADA – Em relatório, e na contramão das críticas do mercado, o UBS BB disse não esperar um grande impacto da nova política industrial, considerando que o Tesouro não pretende financiar as linhas do BNDES.",0,barulho relatório contramão crítica mercado ubs banco brasil dizer esperar impacto política industrial considerar tesouro pretender financiar linha banco nacional desenvolvimento econômico social
25/01/24,"“Em geral, consideramos que o anúncio é muito barulho para um impacto muito pequeno”, escreveram os economistas do banco, que avaliaram ainda que o programa gerou muito alvoroço “por nada”.",0,consideramos anúncio barulho impacto pequeno escrever economista banco avaliar programa gerar alvoroço
25/01/24,"O UBS BB lembra que a participação dos financiamentos do BNDES no PIB encolheu de cerca de 10% em meados da década passada para algo atualmente entre 3,5% e 4%. Além disso, os desembolsos do banco já estão rodando um pouco acima R$ 100 bilhões.",0,ubs banco brasil lembrar participação financiamento banco nacional desenvolvimento econômico social produto interno bruto encolheu cerca meado década passado atualmente desembolso banco rodar acima
25/01/24,"A informação de que o Tesouro não vai dar mais dinheiro ao BNDES para financiar a reindustrialização é do vice, Geraldo Alckmin.",0,informação tesouro dinheiro banco nacional desenvolvimento econômico social financiar reindustrialização vice geraldo alckmin
25/01/24,"Nesta 4ªF, Alckmin disse que o programa Nova Indústria Brasil “não tem nada a ver” com a questão fiscal do País e que a iniciativa não terá nenhum tipo de impacto nas despesas do governo além daquelas já previstas no Orçamento.",0,alckmin dizer programa indústria brasil fiscal país iniciativa ter nenhum impacto despesa governo daquela prever orçamento
25/01/24,"“Parte do dinheiro será captado no mercado. Não tem nenhum dinheiro do governo. Na realidade, não tem impacto fiscal.”",0,dinheiro ser captar mercado nenhum dinheiro governo realidade impacto fiscal
25/01/24,FICOU PARA SEGUNDA – Lira desembarca em Brasília no domingo à noite e já convocou para o dia seguinte encontro com as lideranças da Câmara para discutir a MP da reoneração e o veto de Lula às emendas de comissão.,0,ficou lira desembarca brasília domingo noite convocar dia seguinte encontro liderança câmara discutir medida provisória reoneração veto lula emenda comissão
25/01/24,"A ideia é discutir estes pontos antes mesmo do fim do recesso parlamentar, que termina no dia 5 de fevereiro.",0,ideia discutir recesso parlamentar terminar dia fevereiro
25/01/24,"A Fazenda informou que o governo deve enviar ao Congresso no início de abril os projetos de lei que vão regulamentar a reforma tributária do consumo, na intenção de que os textos sejam aprovados ainda este ano.",0,fazenda informar governo enviar congresso início abril projeto lei regulamentar reforma tributário consumo intenção texto ser aprovar ano
25/01/24,"Em nota à imprensa divulgada pelo ministério, Haddad reiterou a importância de que a regulamentação da reforma ocorra em 2024, para que não haja atrasos no cronograma de transição para os novos tributos.",0,nota imprensa divulgar ministério haddad reiterar importância regulamentação reforma ocorrer haver atraso cronograma transição tributo
25/01/24,"ALFREDO MENEZES – Em entrevista concedida ao Bom Dia Mercado, o CEO da Armor Capital falou sobre o câmbio em 2024, projetando uma apreciação no primeiro trimestre, com o dólar até R$ 4,60, mas com fechamento no ano de R$ 4,90/R$ 4,80.",1,alfredo menezes entrevista conceder dia mercado ceo armor capital falar câmbio projetar apreciação trimestre dólar fechamento ano
25/01/24,"“Eu não vejo tanta apreciação do câmbio. Vejo uma moeda lateral. Esses R$ 4,90 para o final do ano está bem precificado. No primeiro trimestre, o fluxo é bom, especialmente nos investimentos diretos, e as contas financeiras são mais suaves em termos de saídas.”",1,vejo apreciação câmbio vejo moeda lateral ano precificado trimestre fluxo especialmente investimento direto conta financeiro suave termos saída
25/01/24,"Alfredo Menezes diz não ver motivos para uma apreciação maior do câmbio, “até porque o agronegócio não deverá dar a mesma contribuição para a balança comercial e o nosso diferencial de juros tende a cair no decorrer de 2024”.",1,alfredo menezes motivo apreciação câmbio agronegócio mesmo contribuição balança comercial diferencial juro tender cair decorrer
25/01/24,"Sua projeção é baseada na expectativa de que o déficit em conta corrente deverá se manter em torno de 1,5% do PIB, como em 2023, financiado com folga pelos investimentos diretos.",1,projeção basear expectativa déficit conta manter torno produto interno bruto financiar folga investimento direto
