cleaned_article,label,classification_multi,classification_binary
investida populisto recuperar popularidade pesquisa lula dizer encomendar ministro agricultura carlos fávaro conab conjunto medida reduzir preço alimento,0,-1,
meta fiscal técnicos governo ouvir exame afirmar equipe econômico estimar déficit fiscal equivalente produto interno bruto invés relatório bimestral receita despesa sair dia,-1,1,1.0
previsão contrariar consenso mercado mudança meta ficar maio,-1,0,-1.0
perse governistas trabalhar projeto lei tratar programa emergencial setor evento ser autoria congresso executivo acordo fonte ouvir broadcast,-1,0,-1.0
decisão ser costurar líder base palácio planalto câmara saída governo ganhar encontrar compensar perda arrecadatório medida,-1,0,-1.0
reportagem projeto ser enviar congresso assinatura governo ter prever medida compensatório início fazenda definir previsão próximo dia,0,0,
agenda focus ficar hoje banco central energisa soltar balanço fechamento sair índice preço consumidor fevereiro alemanha relatório opep bailey boe discursa,0,0,
índice preço consumidor estados unidos índice preço consumidor avançar fevereiro comparação anterior acelerar leve janeiro desencadear movimento fuga risco ny,0,0,
comparação anual haver expectativa avanço repetir resultado anterior,0,0,
núcleo índice preço consumidor excluir item volátel alimento energia registrar ganho mensal avanço janeiro comparação anual alta núcleo inferior janeiro,0,0,
japão hoje enviar sinal hawkish presidente boj kazuo ueda dizer estatística mostr sinal fraqueza economia japonês continuar recuperar gradualmente,0,0,
comentário especulação traders elevação juro boj reunião política monetário semana colocar longo período política ultraflexível,0,-1,
ministro finanças shunichi suzuki afirmar economia superar completamente deflação haver desenvolvimento positivo crescimento salarial aumento gasto capital,0,0,
argentina banco central cortar juro ano anunciar eliminar taxa pequeno prazo fixo,0,-1,
chorar sabotadas lula ação petrobras embarcar devolver reta pregão tentativa reação observar tombo último,-1,0,-1.0
papel on afundar pn perder dar culpar petróleo fechar estável brent maio subir barril ice wti abril recuar,-1,0,-1.0
ibov descer degrau fechar giro bi,-1,-1,1.0
índice testar nível positivo durante especulação decisão dividendo extraordinário poder reverter vir virado negativo bomba entrevista lula,-1,-1,-1.0
vale ajudar derrubar índice sentir queda quase minério ferro cingapura dalian notícia estoque par crescer china,-1,0,-1.0
extensão mandato ceo vale eduardo bartolomeo dezembro deixar plano,0,0,
metálica usiminas csn mineração ficar vermelho topo lista negativo ficar irb tim cair,0,0,
banco polêmica renovar ingerência político petrobras banco brasil novamente único fechar vermelho santander unit ficar estável itaú subir,0,1,
bradesco pn registrar valorização on,0,0,
positivo petroleum beneficiar troca intrasetorial alta pregão petroreconcavo subir prio avançar,0,-1,
câmbio mau dia manhã dólar chegar testar refletir tombo preço minério ferro afetar moeda produtor commodities brasil,-1,-1,-1.0
relato entrada recurso desmonte pontual posição defensivo dar algum fôlego real reta negócio dólar zerar queda fala lula,-1,-1,-1.0
contramão rendimento treasuries certo ajuda câmbio juro futuro fechar queda,1,0,1.0
retorno depósito interfinanceiro cair depósito interfinanceiro,1,-1,-1.0
preocupação cenário fiscal segurar recuo percepção governo aumento arrecadação elevar gasto,0,1,
expectativa ser ajustar positivo itaú btg pactual aumentar projeção produto interno bruto citar resiliência mercado trabalho,0,0,
produto interno bruto itaú reduzir projeção déficit primário ano produto interno bruto sair déficit,0,1,
btg revisar índice nacional preço consumidor amplo manter previsão,0,0,
pé freio setor responsável tecnologia rali recente bolsa ny continuar modo cautela repique inflação americano janeiro pontual,0,1,
índice preço consumidor surpreender temer reprise investidor preferir manter pé,0,0,
big techs comandar baixa meta platforms cair seguer amd nvidia amazon broadcom microsoft,0,0,
contramão gigante software oracle subir pregão regular disparar after market apresentar balanço lucro acima esperar,0,0,
setor boeing cair notícia empresa alvo investigação criminal estados unidos causa incidente avião max janeiro ano ação empresa cair,0,0,
nasdaq mau desempenho dia cair dow jones leve alto,0,0,
treasuries toada mesmo prudência índice preço consumidor curto subir mercado posicionar dado,-1,0,1.0
retorno note ano avançar note subir ano crescer,-1,-1,-1.0
câmbio dólar ganhar terreno ante par dxy iene resistir estável monitorar rumor boj acabar juro negativo,-1,-1,-1.0
aposta aperto aumentar revisão produto interno bruto japão margem evitar recessão técnico,0,1,
euro quase oscilar libra esterlino recuar,0,0,
josé luciano penido apresentar renúncia cargo membro administração vale,0,0,
localiza registrar lucro líquido ajustar m alta comparação anual ebitda ajustar somar avanço ante período,0,0,
empresa homologar aumento capital m mediante emissão ação on preço,0,0,
ccr tráfego veículo rodovia subir fevereiro comparação anual,0,1,
gafisa aprovar aumento capital mediante emissão milhão ação on,0,0,
cury registrar lucro líquido atribuir controlador m alto comparação anual ebitda somar m crescimento período,0,0,
direcional registrar lucro líquido m alta comparação anual ebitda ajustar somar m crescimento período,0,0,
registrar lucro líquido m alta comparação anual ebitda somar milhão crescimento período,0,0,
tegma registrar lucro líquido m queda comparação anual ebitda somar m recuo período,0,0,
unipar informar resposta cvm interação eventual parceiro adquirir ativo estados unidos evoluír significativo considerar estágio avaliação viabilidade potencial transação,0,1,
privatizações tarcísio dizer fatia sp manter sabesp definido afirmar edital privatização emae ser aprovar próximo dia leilão acontecer abril,0,0,
vieram forte domingo produção industrial venda varejo china bimestre mudar aposta pequim manter juro amanhã noite bateria decisão política monetário semana bcs global decidir juro particular atenção de eles fed consolidar junho partida corte encurtar ciclo queda inflação resistente suspense gráfico precificar redução juro trazer pressão global dólar encostar japão boj acabar juro negativo decisão sair hoje normalização taxa passar abril copom super forward guidance corte próximo reunião plural ser testar semana movimentado negócio reservar relatório bimestral avaliação orçamento enviar congresso,0,0,
documento definizer ser necessário bloquear despesa cumprimento meta fiscal zerar déficit conta público receita computar ajudar reduzir contingenciamento,0,-1,
decisão estratégico medida provisória atualmente revogar perse reonerar prefeitura ser mantir equipe econômico contabilizar aumento receita prever apesar tema ser enviar pl,0,1,
entendimento governo congresso analisar relatório bimestral veto lula bi emenda comissão esforço equipe econômico limitar contingenciamento,-1,1,1.0
último semana simone tebet antecipar bloqueio esperar surpresa positivo arrecadação federal janeiro fevereiro divulgar,0,0,
dizer tebet executivo provavelmente precisar resposta tcu possibilidade bloquear necessário preservar meta fiscal,0,0,
consulta tribunal planejamento estimar regra prever ldo limitar bloqueio bi cerca bi mercado estimar necessário cumprimento meta,-1,1,1.0
folha sábado técnico calcular governo lula precisar bloquear volume orçamento cumprir limite despesa arcabouço fiscal,-1,-1,-1.0
mercado consenso meta fiscal ser mudar alteração ficar relatório bimestral maio governo ter clareza situação conta,-1,0,-1.0
seja recentemente fonte consultar exame descartar equipe econômico aponte déficit fiscal produto interno inferior rombo projetar mercado focus,-1,-1,-1.0
ficar ansiedade ar haddad continuar bancar promessa sobrevida déficit melhora percepção fiscal início ano fazenda dar algum choque imediato realidade,-1,0,1.0
mercado continuar colocar dúvida capacidade governo arrecadar necessário atingir meta déficit ano tesouro turbinar projeção receita relatório divulgar,-1,0,-1.0
atualizar potencial pacote receita adicional ano,1,1,1.0
órgão ressalva haver previsão revisar potencial arrecadação ajuste instrumento juro capital jcp dado ter sofrer reavaliação,0,0,
imposto renda secretário extraordinário reforma tributário bernardo appy dizer nenhum projeto ser enviar governo congresso hoje vencer prazo dia enviar proposta texto,0,0,
semana passado informar devido fato ano eleitoral fazenda adiar envio plano reforma tributário renda tratar item cobrança imposto renda dividendo,0,-1,
copom apesar inflação serviço índice nacional preço consumidor amplo fev assustar série dado forte último dia serviço venr varejo geração emprego caged levantar especulação trajetória especial liquidação custódia,0,0,
economista duvidar banco central encerrer ciclo corte atingir retirada forward guidance deixa copom cortar maio parar cortar junho julho,-1,0,-1.0
galípolo guillen andar telegrafar compromisso corte especial liquidação custódia quebrar algum avaliação banco,-1,0,1.0
itaú provável banco central preferir conservar prescrição evitar aumento excessivo volatilidade negócio goldman sachs projetar manutenção alteração importante linguagem,0,0,
diretor pesquisa macroeconômico al goldman sachs alberto ramos trecho comunicado informar ser último copom oferecer sinalização reunião,0,0,
alternativa executivo banco central adicionar condicionante texto dizer comitê esperar redução mesmo magnitude especial liquidação custódia despistar próximo passo,0,0,
existe possibilidade ramos copom preservar guidance reforçar natureza condicional sinalização esclarecer válido caso cenário básico banco central materializar,0,0,
coincidindo surpresa inflação pressionar fôlego atividade copom primeiro sinal pretender ganhar liberdade comprometer próximo passo política monetário,0,0,
copom investidor conferir hoje ritmo produto interno bruto banco central desempenho venda varejo ampliar volume serviço sustentar crescimento janeiro,0,0,
mercado prever avanço dezembro projeção broadcast queda alta base anualizar dado avançar mediana dezembro,0,-1,
inflação sair hoje cair março cair fevereiro perda ímpeto deflação preço agropecuário produtor,0,-1,
agenda doméstico sair prévia hoje amanhã,0,0,
balanços temporada resultado trimestral prosseguir hoje embraer abertura negócio magazine luiza braskem itaúsa ir sbf centauro fechamento mercado,0,0,
jsl apresentar dado financeiro amanhã ter demonstração equatorial cogna locaweb vivara sabesp cemig cpfl gafisa fechando semana sair qualicorp,0,0,
lula convocar hoje reunião ministerial ano encontro reunir ministro planalto ocorrer queda aprovação governo federal pesquisa opinião crise petrobras,0,0,
participar encontro haddad desistir viagem fazer alemanha tratar transição ecológico,0,0,
captações governo pedir senado ampliação bilhão bilhão bilhão teto estabelecer emissão título público exterior informar estadão,-1,0,1.0
bcs boe inglês decisão política monetário semana optar manter juro reunião seguir coragem cortar inflação,0,0,
dia decisão reino unido divulgar dado índice preço consumidor ppi fevereiro hoje dia inflação consumidor zona euro sair pmi compor lagarde bce discursa amanhã,0,0,
powell participar evento day after fed agenda indicador estados unidos fraco semana prever leitura preliminar março pmi compor índice nahb construtora hoje,0,0,
semana bcs austrália hoje turquia méxico rússia colômbia decidir juro japão feriado dia equinócio deixar mercado financeiro fechar,0,0,
japão organização sindical rengo confirmar negociação salarial desencadear aumento salarial médio ganho ano reforçar aposta alta juro hoje,0,0,
haver ano taxa negativo boj resolver promover pivô hawkish ser ano decidir apertar política monetário marcar virado histórico estratégia,0,0,
china hoje produção industrial subir bimestre igual período ano passado resultado vir acima esperar analista consultar wall street journal avanço,0,0,
venda varejo avançar comparação anual janeiro fevereiro superar projeção,0,0,
rússia vitória putin mandato domingo levantar contestação estados unidos ucrânia,0,-1,
eleição suspense pano fundo duro repressão oposição político liberdade expressão rússia soviético candidato simbólico autorizar concorrer,0,0,
comunicado casa branca dizer processo obviamente livre justo presidente ucrânia volodymyr zelensky criticar legitimidade eleição russo farsa ilegítimo acusar,0,0,
cenário singular aversão risco exterior dar surpreendentemente forte atividade doméstico pesar juro dólar índice bovespa,0,-1,
dia anterior estados unidos divulgar ppi acima esperar investidor estar ajustar posição cenário corte juro estados unidos,0,-1,
possibilidade copom encerrar ciclo corte especial liquidação custódia dígito causa economia aquecir impacto inflação,0,0,
varejo brasileiro surpreender serviço ficar acima esperar janeiro ante dezembro dado dezembro ajustar alta,0,1,
dado caged fevereiro ficar mostrar vaga criar dobro mediana estimativa,0,0,
colocar viés alta projeção produto interno dar força debate mudança forward guidance copom substituição plural singular próximo reunião,0,1,
sergio vale mb associados dado preocupação condução política monetário especialmente inflação serviço devidamente domar,0,0,
caso atividade continuar surpreender visão ver especial liquidação custódia abaixo consenso mercado mudar,0,-1,
juro subir depósito interfinanceiro avançar subir,-1,-1,-1.0
precificação especial liquidação custódia terminal dis véspera indicar aposta subir,-1,-1,-1.0
dólar acompanhar clima ruim testar teto grande dia pressão diminuir expectativa copom conservador favorecer carry trade,-1,1,1.0
mau humor externo contaminar índice bovespa fechar queda problema vale pressionar novamente índice,-1,-1,-1.0
recuo ação vir causa minério ferro cotar abaixo t agosto dalian perda forte,-1,-1,-1.0
declaração empresa josé luciano duarte penido haver interferência político processo sucessão eduardo bartolomeo continuar pesar,-1,0,-1.0
giro ibov inflar vencimento opção ação,0,0,
direção único petrobra on cair pn subir ice petróleo brent maio ficar estável barril wti abril recuar nymex,0,0,
semana brent subir wti alta,-1,0,-1.0
ação ligar consumo penalizar alta juro futuro cogna yduqs liderar perda último repercussão resultado,0,0,
casas bahia cair lojas renner baixar,0,-1,
bancos ficar misto banco brasil ganhar santander unit subir bradesco pn cair bradesco on ceder itaú unibanco recuar,0,0,
grande alta pregão azul petroreconcavo hypera,0,0,
espera fed percepção fed indicar ritmo corte juro semana continuar pressionar bolsa ny abastecer rodada alta juro treasuries,0,-1,
resistência inflação fevereiro surpreender mercado aposta início flexibilização sigo majoritária junho cair chance julho subir cme,0,0,
dado misto atividade dia ajudar formar aposta firme estados unidos informar produção industrial vir acima esperar estabilidade fevereiro,-1,-1,-1.0
dado janeiro revisar,0,-1,
leitura preliminar índice sentimento consumidor estados unidos cair fevereiro março expectativa avanço,0,-1,
expectativa inflação vir cair ficar seguir ano,0,-1,
lombard odier asset dado apontar economia fraco preço desaceler ritmo lento último dia mercado preferir abraçar narrativa inflação,0,-1,
ny peso alta retorno treasuries techs recuar nasdaq perder dow jones cair recuar,0,-1,
semana índice acumularar perda respectivamente,0,0,
tom cautela atribuir triple witching vencimento triplo opção ação índice futuro,0,0,
evento geralmente aumentar volatilidade mercado ocorrer delicar intensificar debate gráfico divulgar reunião fomc,0,0,
treasuries juro note ano avançar note ano subir ano cair,1,-1,-1.0
câmbio índice dxy ficar estabilidade semana subir alta semanal índice preço consumidor ppi forte esperar,0,0,
euro ficar estável libra ficar quase parado apesar expectativa boj elevar juro ano semana iene cair,0,0,
x antigo twitter presidente petrobras jean paul prates voltar defender noite exploração petróleo margem equatorial litoral norte brasil elemento fundamental transição energético,0,-1,
noite petrobra reiterar prometer sinalizar direção dividendo extraordinário evento analista investidor ny janeiro haver afirmar comunicar dia março,0,0,
empresa notícia voltar circular imprensa equivocar,0,0,
petrobra afirmar repudiar vazamento relatório técnico embasar discussão balanço administração informar tomar medida interno apuração responsabilização envolvido,0,0,
fato relevante companhia informar discutir mubadala capital formação parceria downstream avaliar aquisição participação refinaria mataripe refmat projeto biorrefinaria integrar biorrefinaria,0,0,
abreu lima andrade gutierrez novonor antigo odebrecht volta refinaria pivô operação lava jato empresa vencedora licitação obra complementação rnest,0,0,
construção início semestre ano procurada petrobras responder informação estadão,0,0,
braskem petroleira adnoc abu dhabi novonor sentar mesa oferta vinculante petroquímica tornar realidade reunião parte ocorrer semana apurar coluna estadão,0,0,
novonor defender revisão acordo leniência fechar união necessário refletir atual situação empresa faturar hoje faturar operação lava jato,0,0,
vale presidente substituir eduardo bartolomeo acionista representativo mineradora,1,0,-1.0
condição indicado ter conexão governo investidor retirar encontro administração mineradora passado decidir troca comando empresa,0,0,
mesmo reunião ficar acertado contratação empresa recrutamento executivo experiência internacional junho trabalho seleção lista tríplice nome encaminhar ser fazer setembro,0,0,
marisa divulgar prévia resultado financeiro operacional referente preliminar auditar lucro bruto varejo totalizar m ano,0,0,
receita líquido varejo recuar m ebitda varejo negativo m ante resultar positivo m ano,0,0,
gafisa informou noite sábado cvm decidir irregular convocação assembleia extraordinária age fundo esh theta dia assembleia ter pauta troca administração gafisa,0,0,
técnico colegiado cvm entender gafisa haver atendir pleito esh theta chamar assembleia abril caso chegar reguladora mercado pedido fundo estocolmo ravello,0,0,
construtoras setor construção civil pressionar governo reduzir subsídio oferta crédito compra imóvel usar linha atrelar recurso fundo garantia serviço fundo garantia serviço,0,0,
dado câmara brasileira indústria construção cbic cerca unidade financiar programa casa vida mcmv hoje imóvel usar linha voltar classe médio unidade usar,0,0,
petz petlove citi avaliar potencial combinação negócio empresa sentido conforme notícia circular levar oscilação ação petz índice bovespa,0,0,
broadcast petlove negar veementemente existência negociação envolver fusão petz,0,0,
oncoclínicas aprovou emissão debêntur simples conversível ação espécie quirografária série prazo vencimento ano ano serão debêntur unitário,0,0,
raízen comunicar publicar autorização início produção etanol geração parque bioenergia bonfim cidade guariba sp outorgar agência nacional petróleo gás natural biocombustíveis anp,0,0,
companhia iniciar comercialização planto g esperar capacidade nominal produção metro cúbicos anual comunicar encaminhar mercado,0,0,
emae diretor programa estadual desestatização aprovar condição geral privatização emae governo divulgar edital termo venda participação companhia,0,0,
informação prestar empresa comissão valores mobiliários cvm fato relevante,0,0,
venda emae ser tratar governo paulo termômetro futuro privatização sabesp,0,0,
sabesp consulta público contrato concessão receber sugestão população processo concluir noite governo paulo afirmar incorporar minuta privatização proposta aperfeiçoem projeto,0,0,
aéreas governo rever proposta socorro discutir agenda setor envolver crédito investimento sustentável mudança regulatório diminuir grau judicialização abrir mercado interno companhia estrangeiro,0,1,
apurar folha dificuldade financeiro empresa aéreo ser endereçar negociação reestruturação dívida situação demandar atuação emergencial evitar desestabilização setor,0,0,
inspira rede educação básico brasil receber investimento bilhão advent fundo americano private equity oferta inicial ação ipo,0,1,
